voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy
-1.2261158,0.032405052,0.33383334,300.445,0.00066292903,5.4941006,-0.513751,0.76687485,0.063666664,996.65,-0.0009341316,6.541983
-1.2015526,0.039236464,0.32908332,296.16,0.0006755624,5.4627676,-0.55464363,0.749871,0.0505,785.165,-0.0011568285,6.2809925
-1.2054824,0.035188258,0.31733334,285.465,0.0006994715,5.4449706,-0.5156649,0.76504964,0.061416667,960.665,-0.0009692614,6.505384
-1.2153789,0.028574023,0.326,293.41,0.0006772885,5.4506874,-0.539717,0.7549971,0.05466667,846.07,-0.0010801887,6.356571
-1.201396,0.044207226,0.31883332,286.86,0.00069956074,5.430446,-0.5595462,0.74456793,0.05075,787.355,-0.0011486608,6.2885466
-1.2126894,0.03052102,0.32691666,294.46,0.0006756582,5.4548182,-0.5391672,0.75621694,0.052500002,816.635,-0.0011200437,6.3202705
-1.2028441,0.037100125,0.32616666,293.635,0.000680451,5.45278,-0.5516911,0.7498604,0.05125,795.15497,-0.001144236,6.293984
-1.2178059,0.016836222,0.33475,301.305,0.0006541847,5.4792347,-0.5303214,0.76163346,0.053833332,836.195,-0.0010974451,6.3432717
-1.2237713,0.0007448574,0.34016666,306.14,0.00063713884,5.4957685,-0.524722,0.7652547,0.060333334,942.455,-0.0009732435,6.4616537
-1.2026163,0.031580534,0.31708333,285.375,0.00069826096,5.425247,-0.5268134,0.76019067,0.05825,908.14,-0.0010193083,6.4269667
-1.2257301,0.045117144,0.33375,300.32,0.00066853734,5.4692802,-0.50477755,0.77083606,0.069,1079.94,-0.00086564483,6.5994544
-1.224136,0.02864321,0.33208334,298.87,0.00066425576,5.4680076,-0.5140594,0.76783353,0.06125,956.905,-0.00097168155,6.478596
-1.2047106,0.034430508,0.3265,293.975,0.0006784237,5.454041,-0.54864794,0.75136197,0.051666666,800.805,-0.0011382359,6.3008776
-1.2294174,0.011659251,0.33825,304.41,0.0006460087,5.48659,-0.555819,0.75355005,0.07683333,1197.01,-0.0007520112,6.6980586
-1.2250872,0.044244427,0.33183333,298.575,0.000671804,5.48498,-0.49988937,0.7733186,0.06566667,1027.645,-0.00091321993,6.5714593
-1.2098966,0.036442235,0.321,288.92,0.0006919967,5.435346,-0.5220521,0.7625822,0.059166666,924.265,-0.0010037913,6.444923
-1.2260152,0.042701248,0.33241665,299.095,0.0006702126,5.486156,-0.5004457,0.7729551,0.06575,1027.99,-0.0009133458,6.571794
-1.2084724,0.041670408,0.31858334,286.815,0.00069908146,5.4270487,-0.52636164,0.7604964,0.059166666,921.095,-0.0010040359,6.440534
-1.2110139,0.044147655,0.32075,288.7,0.00069635414,5.4461837,-0.49921674,0.7733004,0.065,1017.64,-0.00092381914,6.5529423
-1.2149519,0.061341394,0.32158333,289.38,0.00070292567,5.4301853,-0.49415115,0.7764905,0.06691667,1052.095,-0.00089769537,6.570837
-1.2195864,0.053625777,0.32925,296.27,0.00068174116,5.455204,-0.48793343,0.7795391,0.06916667,1086.88,-0.00087149127,6.603112
-1.2073236,0.035465214,0.32516667,292.845,0.00068164687,5.4497023,-0.54659104,0.7521824,0.0515,801.555,-0.0011385364,6.3018665
-1.2064238,0.03766923,0.311,279.615,0.0007181854,5.3995047,-0.45278573,0.7972984,0.07175,1129.76,-0.0008589572,6.6383095
-1.2011622,0.04184053,0.32383335,291.67,0.000687685,5.4456887,-0.5533509,0.7490752,0.050833333,786.8,-0.0011550734,6.2834954
-1.2246715,0.010529489,0.34041667,306.385,0.0006408758,5.5156016,-0.5169263,0.76929253,0.06341667,990.13,-0.0009309508,6.5317287
-1.204039,0.03756641,0.31466666,283.13,0.0007087738,5.4134865,-0.4973406,0.77423626,0.066250004,1037.075,-0.0009094772,6.557139
-1.2222539,0.008105443,0.33633333,302.865,0.00064690365,5.4843917,-0.5316805,0.76027894,0.057666667,897.715,-0.0010208971,6.4144764
-1.2080104,0.034778956,0.32633334,293.805,0.0006787444,5.4527435,-0.54288673,0.7541949,0.052,806.27496,-0.0011330566,6.30772
-1.2265685,0.048343018,0.33358333,300.265,0.00067145424,5.4668326,-0.4928794,0.77672035,0.07075,1106.255,-0.00085315463,6.6221933
-1.2040128,0.027195435,0.32116666,288.97,0.00068813993,5.4587145,-0.5231626,0.7623067,0.059166666,918.905,-0.0010091765,6.4589114
-1.2177942,0.013709464,0.3365,302.935,0.0006491479,5.4853296,-0.52791023,0.76316273,0.05375,835.38,-0.0010986435,6.3420763
-1.2162911,0.046224143,0.32358333,291.345,0.0006903108,5.4403243,-0.519943,0.7637798,0.060333334,939.875,-0.0009864635,6.461637
-1.2097908,0.038774963,0.31975,287.86002,0.00069514674,5.430951,-0.5211826,0.7628251,0.059166666,921.785,-0.0010086807,6.4417725
-1.2174115,0.059291005,0.32091665,289.095,0.0007036484,5.4289804,-0.453192,0.7972344,0.071833335,1131.705,-0.0008551629,6.6406302
-1.2319372,0.03519313,0.33483332,301.31,0.0006625002,5.4728928,-0.5047784,0.7735074,0.07575,1187.17,-0.0007855138,6.6913013
-1.2107058,0.03516044,0.32333332,291.185,0.00068478845,5.4433026,-0.5534334,0.7480032,0.051,793.345,-0.0011418657,6.293355
-1.2253261,0.020292023,0.3365,302.695,0.0006528321,5.5023737,-0.5089954,0.77037257,0.06216667,972.355,-0.0009574994,6.515789
-1.2147769,0.008145508,0.34333333,308.925,0.00063446217,5.508262,-0.541434,0.76112354,0.05575,864.445,-0.0010377803,6.377756
-1.2234695,0.007391446,0.33933333,305.45,0.0006425953,5.5098176,-0.5244853,0.7649104,0.062083334,967.41,-0.0009476219,6.5054646
-1.2076285,0.0330341,0.33033332,297.375,0.0006703029,5.4664435,-0.53941315,0.7571828,0.051333334,799.66,-0.001142973,6.299043
-1.2141554,0.04942657,0.32175,289.41,0.0006976564,5.4542675,-0.5046731,0.7710821,0.06333333,989.9,-0.0009473599,6.53357
-1.2307788,0.012831104,0.33891666,304.925,0.000645392,5.4879403,-0.5590694,0.7512831,0.07675,1196.67,-0.00075235637,6.6979775
-1.2022414,0.03497592,0.31525,283.74,0.00070279615,5.4186687,-0.5304684,0.7583127,0.05825,907.02,-0.0010169904,6.42612
-1.2047882,0.024726309,0.324,291.885,0.00067968306,5.467519,-0.5240856,0.7634257,0.059333332,926.015,-0.001000624,6.464454
-1.2215163,0.05271383,0.33075,297.65,0.000677701,5.459707,-0.4818888,0.78262305,0.07016666,1102.91,-0.00086235884,6.61701
-1.2230512,0.0468934,0.33016667,297.265,0.0006774366,5.461195,-0.49813512,0.77382904,0.067833334,1061.59,-0.00088668946,6.5840693
-1.226611,-0.0040296945,0.34641665,311.85,0.00062387006,5.535945,-0.52071327,0.7678311,0.06375,993.755,-0.0009192446,6.5346627
-1.2187953,0.04464645,0.32616666,293.555,0.0006846373,5.448095,-0.51722825,0.7652774,0.061416667,958.185,-0.0009698303,6.4805303
-1.2182181,0.019781714,0.33216667,299.06,0.0006597026,5.47131,-0.5346484,0.7591687,0.053333335,828.64,-0.0011049365,6.3353333
-1.2251481,0.02686568,0.33291668,299.615,0.0006626832,5.487613,-0.5138247,0.7679467,0.061,954.97,-0.0009741483,6.4936495
-1.2143898,0.016809506,0.33908334,305.18,0.0006460045,5.4953856,-0.5353766,0.7628655,0.05475,849.765,-0.001064643,6.3605566
-1.2198547,0.04071877,0.32766667,295.075,0.0006787048,5.4532237,-0.51973104,0.76408935,0.060833335,947.905,-0.0009775179,6.470661
-1.2231387,0.005025931,0.33775,304.06,0.00064289285,5.4886885,-0.53038204,0.7610837,0.058166668,905.395,-0.0010125217,6.4228177
-1.2013901,0.039770592,0.32908332,296.25,0.00067565334,5.4630237,-0.55425936,0.75007474,0.050416667,784.2,-0.0011582994,6.2797394
-1.205744,0.03910112,0.31516665,283.47,0.0007073247,5.41351,-0.5009841,0.772568,0.067999996,1062.225,-0.00088441884,6.581962
-1.2313325,0.037287824,0.33608332,302.535,0.00066054636,5.4776363,-0.49178052,0.7791707,0.07525,1181.88,-0.0007966389,6.6865606
-1.2238247,0.038950644,0.33175,298.295,0.000671489,5.4861383,-0.50487643,0.7713478,0.064333335,1006.785,-0.00092779426,6.55154
-1.2124305,0.054537132,0.32058334,288.635,0.00070244743,5.4377193,-0.50350595,0.7706081,0.064833336,1014.545,-0.00092682947,6.5460806
-1.222793,0.05226667,0.32941666,296.345,0.0006812285,5.4643273,-0.5029037,0.77171737,0.06633333,1039.27,-0.0009036238,6.570391
-1.202379,0.034464784,0.31458333,283.25,0.0007043545,5.438571,-0.51757276,0.76421946,0.06108333,954.18,-0.00097594486,6.499421
-1.2234715,0.03959719,0.33066666,297.695,0.00067298795,5.4844384,-0.50781363,0.7692199,0.06383333,997.16,-0.0009350973,6.5421576
-1.2022148,0.033320196,0.31541666,283.92,0.0007026415,5.43992,-0.5192466,0.7636278,0.060083333,941.105,-0.0009881061,6.483878
-1.2233008,0.051759586,0.33058333,297.565,0.0006773476,5.4593716,-0.47605816,0.78590596,0.07091667,1115.265,-0.0008557407,6.6277733
-1.2035278,0.034896806,0.31575,283.975,0.0007026386,5.4399457,-0.51641166,0.76437885,0.06108333,954.965,-0.00097482366,6.49937
-1.2114217,0.041084796,0.32,287.975,0.0006976592,5.4507365,-0.5033661,0.77127796,0.063666664,994.555,-0.0009424506,6.538966
-1.2014786,0.039129738,0.31116667,280.0,0.00071614026,5.4021144,-0.50088686,0.7722948,0.06725,1049.26,-0.0008962419,6.5698657
-1.2197953,0.060229942,0.32441667,292.29,0.0006958721,5.4398656,-0.45403478,0.7966959,0.07225,1138.26,-0.00084925524,6.64643
-1.217635,0.021768618,0.33091667,297.95,0.0006630746,5.467425,-0.533233,0.75970614,0.053166665,827.885,-0.0011076049,6.334167
-1.2166103,0.04824313,0.32383335,291.615,0.0006917435,5.463205,-0.51188475,0.76741356,0.062416665,977.14,-0.0009548218,6.522627
-1.2140744,0.027965175,0.32775,295.215,0.0006726532,5.457593,-0.53823715,0.7568108,0.05275,820.12,-0.0011145843,6.3247056
-1.2251698,0.051119264,0.32975,296.705,0.0006810894,5.456482,-0.47051913,0.7892634,0.074083336,1165.72,-0.00082005764,6.6712837
-1.2223424,0.035331976,0.31766668,285.84,0.0007023555,5.4187775,-0.45434713,0.8002685,0.07591667,1198.32,-0.00080462784,6.6928606
-1.2025316,0.025186311,0.32391667,291.59,0.0006809344,5.465353,-0.5248773,0.76268375,0.059416667,926.86,-0.0009979033,6.4642267
-1.2033206,0.027474288,0.32025,288.155,0.00069000834,5.4559836,-0.52349806,0.761874,0.058916666,914.605,-0.0010127288,6.4543724
-1.2277714,0.038778022,0.33525,301.725,0.00066292327,5.493547,-0.50050956,0.77293605,0.06633333,1040.365,-0.00090094365,6.5820637
-1.2073551,0.019432709,0.32816666,295.49,0.0006689878,5.4659266,-0.53257155,0.7599396,0.05925,918.5,-0.000998694,6.4413753
-1.2176883,0.01579477,0.3355,301.905,0.0006524395,5.4813623,-0.53168786,0.7611046,0.054,838.945,-0.0010924804,6.346765
-1.2162375,0.036903918,0.32608333,293.545,0.00068139395,5.470807,-0.51205,0.7679899,0.060416665,940.19,-0.0009915768,6.4822335
-1.2206113,0.056165583,0.32716668,294.385,0.0006889143,5.446824,-0.49849153,0.7737596,0.06966667,1090.065,-0.00086345826,6.6082287
-1.2246686,0.040269144,0.33325,299.87,0.0006682386,5.4773116,-0.5073677,0.7683977,0.066583335,1039.43,-0.00090065046,6.5707464
-1.2244706,0.029609038,0.33291668,299.53,0.0006637247,5.469913,-0.51781464,0.7650376,0.061333332,956.315,-0.0009687789,6.47891
-1.2143089,0.042276494,0.32275,290.475,0.0006906955,5.438892,-0.5189082,0.7640892,0.0595,930.31,-0.0009991851,6.4514675
-1.2224107,0.034639932,0.33,297.035,0.00067181466,5.4609995,-0.5185633,0.76463383,0.060916666,949.655,-0.00097570295,6.4719305
-1.2146362,0.023923075,0.33066666,297.565,0.000665436,5.4659123,-0.5373507,0.75738966,0.05325,828.305,-0.001105168,6.334898
-1.2184905,0.04679625,0.32591668,293.43,0.0006865562,5.468736,-0.5130636,0.766964,0.06275,981.945,-0.0009500764,6.527678
-1.2288709,0.043030463,0.33433333,300.77,0.00066689553,5.4797535,-0.503901,0.7713329,0.068,1065.005,-0.0008813828,6.594472
-1.2019632,0.038957793,0.31183332,280.615,0.0007143735,5.4046493,-0.49940115,0.7734377,0.066583335,1041.54,-0.0009022747,6.562395
-1.2235094,0.03151044,0.33175,298.425,0.000667046,5.465979,-0.51673067,0.7654644,0.06108333,953.83,-0.0009749488,6.476197
-1.2120569,0.022654822,0.32858333,295.835,0.0006696643,5.460393,-0.52318126,0.76486295,0.058666665,913.61,-0.0010093714,6.4305844
-1.22451,0.044641238,0.33191666,298.77,0.00067288557,5.467146,-0.4985604,0.77375865,0.067999996,1064.55,-0.0008838652,6.5875654
-1.222338,0.03435559,0.33033332,297.31,0.0006710312,5.4618864,-0.5193004,0.7643303,0.060916666,949.475,-0.00097509613,6.471897
-1.2178154,0.020954985,0.33175,298.725,0.00066129223,5.4700093,-0.5371472,0.7578998,0.053166665,825.605,-0.0011079962,6.3320317
-1.2145948,0.04784883,0.322,289.96,0.00069425727,5.435634,-0.51998013,0.76374227,0.060083333,935.37,-0.0009909319,6.456791
-1.2148091,0.058884334,0.32033333,288.29,0.0007051101,5.426284,-0.4888215,0.77919066,0.06808333,1069.715,-0.00088688766,6.586979
-1.2005391,0.04261861,0.3235,291.4,0.0006881235,5.4447346,-0.5531503,0.7490146,0.050666668,784.835,-0.0011584996,6.2810817
-1.2095646,0.04655476,0.31883332,286.805,0.00070406497,5.42404,-0.49721125,0.7744587,0.066583335,1041.96,-0.00090476265,6.5619698
-1.2147739,0.029651217,0.32658333,293.845,0.00067586923,5.455688,-0.5446107,0.75293076,0.052583333,814.865,-0.0011167523,6.3219285
-1.21699,0.015637187,0.33558333,302.01498,0.0006522614,5.4822764,-0.5301385,0.7621951,0.05375,835.12,-0.0010961104,6.3427615
-1.2004824,0.04250985,0.3235,291.415,0.00068815716,5.444738,-0.5537262,0.74875665,0.050666668,785.02,-0.001157953,6.2812877
-1.2007363,0.03578479,0.31125,280.045,0.0007153829,5.403575,-0.49940166,0.77317524,0.06575,1028.135,-0.00091599574,6.548266
-1.2265172,-0.00047454928,0.34508333,310.645,0.0006272415,5.531344,-0.5202825,0.76783127,0.063666664,991.885,-0.000922953,6.5335956
-1.2190106,0.055139896,0.32725,294.485,0.0006870292,5.4485893,-0.49140856,0.7779775,0.068333335,1075.17,-0.0008791823,6.5919056
-1.2184367,0.04721146,0.32558334,292.925,0.00068800914,5.466976,-0.5092356,0.7684479,0.06266667,981.535,-0.0009501406,6.5263896
-1.2129272,0.032113697,0.32433334,291.97,0.0006812931,5.450424,-0.54704356,0.7514825,0.052416667,812.695,-0.0011187816,6.3205914
-1.2200637,0.036425523,0.32775,294.85,0.0006773887,5.453843,-0.51675713,0.7660027,0.0605,943.97,-0.0009851706,6.4655833
-1.2017659,0.038904067,0.32958335,296.675,0.00067469303,5.464511,-0.552732,0.7507992,0.050583333,785.815,-0.0011562671,6.2815514
-1.2151043,0.046500225,0.32275,290.575,0.0006924779,5.4377275,-0.520391,0.76357454,0.06016667,936.5,-0.0009900597,6.4574957
-1.211664,0.047537632,0.31958333,287.49,0.0007016051,5.42534,-0.50020736,0.7727933,0.06866667,1072.05,-0.0008769983,6.5915017
-1.2015215,0.032372653,0.3135,282.13,0.00070680893,5.434083,-0.51169765,0.76739955,0.062416665,972.96,-0.00096036645,6.517419
-1.2116361,0.034299005,0.32275,290.61,0.00068569224,5.445514,-0.5473644,0.7512275,0.052166667,809.21497,-0.0011235038,6.316131
-1.2224059,0.04119847,0.32975,296.835,0.00067581964,5.4814906,-0.508005,0.76939356,0.06375,995.385,-0.0009371774,6.539807
-1.2148119,0.00877408,0.34283334,308.505,0.00063551974,5.507057,-0.5420287,0.7608888,0.055666666,863.705,-0.0010381235,6.3770385
-1.2230997,0.034766905,0.33141667,298.26,0.00066878676,5.464857,-0.52064514,0.76370585,0.0615,958.765,-0.0009661718,6.4819484
-1.2023568,0.03981671,0.324,291.83,0.00068614795,5.4464507,-0.5525902,0.7494692,0.050916668,790.015,-0.0011512053,6.287617
-1.2251421,0.01884465,0.33566666,302.27,0.0006537337,5.5015087,-0.51406,0.76930964,0.06175,970.145,-0.0009574324,6.5125113
-1.219277,0.054568388,0.32866666,295.705,0.00068365264,5.4530396,-0.48989895,0.77863604,0.068833336,1082.77,-0.0008737082,6.599052
-1.2018135,0.04315419,0.31866667,286.815,0.0006989639,5.431508,-0.5599361,0.74451196,0.050583333,785.40497,-0.0011505448,6.2866597
-1.2284338,0.010293023,0.34125,306.98,0.00063943124,5.518408,-0.5097274,0.7707584,0.063,985.45,-0.0009437216,6.528414
-1.2154201,0.04409948,0.32325,290.89,0.0006905909,5.439164,-0.52215165,0.7627058,0.059916668,933.325,-0.0009919318,6.455164
-1.2142713,0.030530041,0.32591668,293.235,0.00067767885,5.45382,-0.54538894,0.7524249,0.052583333,814.0,-0.0011176048,6.3214297
-1.2244315,0.029758062,0.33266667,299.35,0.00066428806,5.4692874,-0.5175684,0.7652065,0.061333332,956.655,-0.00096820126,6.4791646
-1.2266378,0.031444527,0.33425,300.895,0.0006616044,5.4955444,-0.5130335,0.76724833,0.06383333,998.065,-0.00093341933,6.543282
-1.2090209,0.038446624,0.31383333,282.165,0.0007118234,5.4084225,-0.45176566,0.7978245,0.07216667,1137.095,-0.0008530101,6.644701
-1.2147788,0.018675404,0.33433333,300.895,0.00065602915,5.478638,-0.5362812,0.7592666,0.05333333,830.095,-0.0011000864,6.3371224
-1.2011213,0.045425035,0.32008332,287.985,0.0006973749,5.4325485,-0.5622351,0.7431732,0.04925,765.455,-0.001178136,6.257946
-1.2173822,0.039590273,0.32533333,292.79,0.00068425783,5.446646,-0.51809543,0.7647094,0.06,937.95,-0.000991553,6.4595184
-1.217104,0.017632568,0.33441666,300.96,0.0006551779,5.478072,-0.5334163,0.76004356,0.053833332,836.915,-0.001094911,6.3444576
-1.2013844,0.03577381,0.31383333,282.43,0.000706945,5.4295673,-0.50653255,0.7693156,0.06375,998.675,-0.0009365489,6.536183
-1.2183995,0.04126185,0.32583332,293.29,0.0006835296,5.4474587,-0.5201694,0.76375765,0.060416665,939.93,-0.0009846804,6.46209
-1.2191985,0.054550048,0.32633334,293.53,0.0006902526,5.445248,-0.5014752,0.7725418,0.0675,1057.825,-0.000889493,6.577893
-1.2281523,0.044302367,0.33375,300.23,0.0006685323,5.47795,-0.5054525,0.7706008,0.06775,1061.405,-0.00088455196,6.5912695
-1.2081356,0.045977976,0.31625,284.685,0.00070865307,5.4261737,-0.5024379,0.7714674,0.064333335,1006.82,-0.0009343433,6.5383997
-1.2072091,0.032249924,0.33133334,298.22,0.00066819193,5.4693785,-0.54274154,0.7561495,0.051666666,803.305,-0.0011347788,6.3032384
-1.2263297,-0.0030737813,0.34533334,310.835,0.00062651216,5.5325403,-0.5228519,0.766381,0.06316666,985.105,-0.0009274748,6.526831
-1.2227623,0.018681262,0.33591667,302.295,0.0006536923,5.500611,-0.517529,0.7678386,0.062583335,977.205,-0.00094664784,6.5187125
-1.2195265,0.04482002,0.3255,292.97,0.00068612135,5.466619,-0.5097842,0.76880705,0.062333334,976.2,-0.0009573927,6.5212483
-1.2202018,0.03814787,0.32791668,295.17,0.0006778573,5.4541774,-0.5195498,0.7641118,0.06075,944.865,-0.0009797312,6.4670033
-1.204415,0.036529392,0.31633332,284.75,0.00070145866,5.421632,-0.52771807,0.7597485,0.05875,914.815,-0.001010135,6.4339104
